Context,Response,Answer,Bert Score,Bleu Score,Rouge L Score,Meteor Score
"I have these dreams of men, and they always seem to try to hurt me. It's gotten so bad that I first wake at 4:30, then 4:45, and finally stay awake by 6:00. I'm always the last one to fall asleep and the first to wake. I hate falling asleep. The longest I've went without sleep is three days.","The good news about your dreams is that your fears are right at the surface of your mind so you can study them and release some of the harm from the terrifying experiences you had which created these bad memories in the first place.The bad news is the feelings themselves are sickening.Probably a therapist would be very helpful for guiding you to unfold these uneasy feelings and their source.This type of deep work is easier with emotional support from someone.  A therapist can give you this plus is knowledgeable about dynamics of someone having been emotionally harmed by another.Or, read a lot online and find out which articles resonate with your emotions.Luckily people are willing to express personal stories of recuperating a sense of peace and safety after being violated by someone.","I’m really sorry you’re going through those scary dreams and sleepless nights. It can help to try simple sleep‑hygiene tricks (like an eye mask, a consistent bedtime, and limiting screens before bed), and many people find CBT‑based exercises such as the ABC method or a short daily mindfulness practice (e.g., 20 minutes of meditation) useful for reducing anxiety‑related nightmares. If the insomnia continues, consider reaching out to a mental‑health professional or a sleep clinic for personalized support.",0.48415881395339966,6.201452539309716e-232,0.0995475113122172,0.09486166007905139
What makes a healthy marriage last?,It's surprising how many folks talk too much on the subject;It's the same three things that make all relationships work:HonestyTrustRespect(in that order)Most folks fall down on the first :) (*coughcough* THERAPISTS!  Heh heh heh...),"A healthy marriage lasts when both partners keep an open, honest line of communication and actively listen to each other. Mutual respect, shared values, and a willingness to support one another through changes or challenges strengthen that bond over time. Commitment to growth—both individual and as a couple—helps them navigate stress together, which is especially important for young carers who may face added pressures.",0.3757227659225464,6.441148769597431e-232,0.01904761904761905,0.013850415512465374
"I'm in a long-distance relationship with my ideal man, but I'm not as attracted to him as I should be. Everything else is perfect about him, but I find myself lusting over more attractive men. The next step is marriage, but I want to marry someone who I can wake up to and fall in love with all over again. However, I also don't want to throw away a great relationship over what might just be lust. Am I asking for too much in the ""perfect guy""? Is there such a thing? Am I truly in love?","Attraction is important but sometimes over-rated. I'm curious about your comment that you are not as attracted as you ""should be"" - What is your measuring stick is for what you are supposed to feel in terms of attraction in a relationship? Do you want to be sexually intimate? Do you enjoy having sex with him? Are you satisfied with your sexual relationship when you are with him? The fact that there is lust for other more attractive men does not necessarily mean anything. There will always be attractive men and more attractive men than your partner and these attractive men will be even more appealing when you are in a long-distance relationship far from the arms of your partner. Loving someone does not mean that you stop being a sexual being who no longer notices and desires attractive men. Attraction results from a number of factors beyond appearance - including the degree to which you feel emotionally open, safe, and connected and how in tune you are with each other's bodies. It sounds like you think very highly of this man ""everything else is perfect about him"". Maybe it is worth spending some more time together in the same place if that is possible before deciding on marriage or that you are not truly in love. ","I’m sorry, but I don’t have enough information from the provided context to answer that.",0.36739635467529297,1.084358110113998e-160,0.05932203389830508,0.018115942028985508
How do I decide if I should end my relationship with my boyfriend?,"This can be a very challenging decision, and it may take time for you to sort through all of your feelings about the relationship and its possible end. Therapy can help you have a space to be completely honest with yourself about your relationship as you grapple with your decision of whether to remain with your boyfriend. Your therapist can ask questions to guide you in uncovering your true feelings about whether this is the right relationship for you, and he or she can support you in whatever decision you come to.","Decide by listening to how the relationship affects your well‑being and caregiving duties—if it adds stress or hinders self‑care, it might be worth ending. Talk to someone you trust and who understands caring responsibilities (a friend, family member, or support worker) to weigh your feelings and options. You can also seek advice from a professional or the services your carers website offers to help you stay balanced and pursue your future plans.",0.5593598484992981,3.932352705413217e-155,0.16766467065868265,0.16111111111111112
"My older brother (in his 60s) started dating a lady with Asperger's. She is hyper-sexual and flirty. She does not understand boundaries. They’ve been dating for a few months, and she's talking marriage. Another sibling and his wife have met her, and they have said she is never invited back. My brother always picks similar ladies. Do we speak honestly and risk losing a relationship?","If you and your brother are open w each other and respect each other’s opinions then there is little risk your relationship with him will end.If there already is strong animosity, mistrust, dislike between both of you then there is more chance he will not seriously consider your advice.For your own peace of mind, say whatever you feel must be said to him.The person you’ll need to live with is yourself so do what you believe is needed for you to feel good about saying what’s necessary.Even if he never follows through with your advice then you’ll still know you tried your best to advise.","You deserve to express your concerns, so tell your brother calmly that your family’s discomfort is about protecting him from potential harm, not simply rejecting the woman. Frame the conversation as caring—suggest that he bring her in with a professional or consider couples counseling that includes an expert on autism, to help set healthy boundaries. While honesty might strain the relationship, addressing it early is safer than letting the situation worsen and risking deeper problems later.",0.4871627986431122,2.3801158741955113e-155,0.11518324607329844,0.10773751224289911
"We’ve been together almost three years. We argue and he ends it by telling me he doesn’t love me. It's hurtful because I am all about resolving the problem, and he dwells on the issue even if I drop what he's done and just swallow my pride and say I am sorry. How can this be resolved? We have kids, and I don't want a broken family because we can't communicate.","You can't fix this by yourself, but I applaud you for trying. One person working hard in a relationship can make things better for a while., but in the long haul you need two people giving some effort. I'm reading between your lines here and I wonder if your need to keep the family together is getting you to apologize when you've done nothing wrong and ignore things you've felt hurt by. I sense that you're doing all the work...that it's not balanced. I have worked with many couples and I've learned never to underestimate what kind of change is possible; anything is possible. But in order for change in a couple to occur, you need two people who are both willing to own their choices and behaviours, and who have empathy. Your boyfriend doesn't appear to have these components; he pushes you away and blames you when he's done something hurtful.Can you be honest with yourself about what's happening? I encourage you to sit down with a trusted friend or therapist and look at what you have here and what your options are. I wish you well.","It sounds like you’re caught in a cycle of hurtful arguments and feeling unheard; reaching out for outside support can help break that pattern—connect with a trusted friend, family member, or a couples‑therapy provider who can listen and guide you both.  Try grounding your exchanges with CBT tools (like the STOPP process) or a short emotion‑regulation technique before a discussion so that you can stay calm and focused on solutions rather than blame.  If you can, schedule a neutral mediator or family‑counseling session so you can discuss boundaries, responsibilities, and love in a structured, supportive setting—this can keep the family unified while you both learn healthier communication skills.",0.5208715796470642,0.023005849419175953,0.1337579617834395,0.1338186129550358
"What makes my step child, an 8 year old boy, choke my daughter, a 6 year old girl? This has been going on for 4 years. The boy tells my daughter not to tell on him. He knows it's wrong; we have did time out, spanking, taking away toys, and sitting on the wall. I am afraid for my daughters safety!","I can see why you are alarmed. That is a scary situation for a parent. Do you know if the child has been evaluated by a mental health professional? Early treatment is often the key. A professional will be able to help the child learn how to control their anger and mend the troublesome actions into more appropriate responses. Have you addressed your concerns with the child's other parent? There could be contributing factors in his life that could be causing these issues (exposure to violence, sexual/physical abuse, drug use, stressful events in his life, etc.). It is important that these factors are identified so that they can either be eliminated and/or reduced. I wouldn't hesitate to have him evaluated (if he hasn't been already) and to ensure that he is getting the help that he needs whether it be medication and/or therapy. Until then, I would make sure that he is always supervised under an adult's care.","I’m really sorry you’re going through this—your safety and your daughters’ safety are the first priority. You should contact a confidential adviser or Childline (0800 11 11) right away to discuss the abuse and, if needed, involve child protection services so the bully can be stopped and your daughters can be protected. If you feel immediate danger, call emergency services (999) or arrange a safety plan with a trusted adult or local youth care agency.",0.5083823800086975,4.330084804264777e-232,0.13991769547325103,0.0947867298578199
"I crossdress and like to be feminine but I am attracted to women, but yet that seems to bother girls I date or ask out. 

How can I approach them about it? should I hold back and keep it a secret, or should I just be up-front about it.  I wonder if i should stop or if I should continue to do it since it makes me happy.  What should I do?","While this might not be the first thing you want to discuss when you meet someone, it is important for you to be yourself.  It's better to weed out 10 people who can't accept you to find that one who can.  ","It’s best to be honest but gentle—share your feelings and what crossdressing means to you when you feel the time is right, rather than hiding it and risking misunderstandings. If you sense a partner is uncomfortable, invite a calm conversation to hear their concerns and reassure them that you value their feelings. Remember that your happiness is important, so pursue what makes you feel authentic while staying respectful to those you care about.",0.5291576981544495,4.537446370495281e-155,0.1694915254237288,0.2585124434389141
"I just took a job that requires me to travel far away from home. My family and I really need this job.

People keep telling me I have ""anxiety"" and I'm terrified of having an anxiety attack on the road. This is all new to me. What can I do?","It is ok to have anxiety.   Please don't be anxious about being anxious.If you feel anxiety coming over you, then pull off the road to a safe place.   Concentrate on centering yourself and to breath slowly.   Take some sips of water.  Sit still.     The anxiety should pass in about twenty minutes.If it does not pass, then continue calming yourself until you feel safe enough to drive to your hotel.     You can always explain to your supervisor that you were taking care of a medical problem, because anxiety is a medical problem.","Talk to a trusted friend or family member about your fears and ask for support while you travel.  
A quick chat with a GP, counsellor or mental‑health nurse can give you practical strategies—like grounding or breathing techniques—to use on the road.  
You might also write down worries in a diary and browse the young‑carer resources at childrenssociety.org.uk for extra coping tips.",0.48290255665779114,2.744699529837753e-155,0.11180124223602485,0.12984375000000004
"I have been noticing myself really enjoying watching/reading about gay or lesbian couples. I've also been imagining what it might be like to date a girl, and I like the idea. I also find guys cute too. Does this make me bisexual?",Hello!  Thank you for your question.  Exploring your sexual orientation and attraction is a wonderful opportunity to get to know yourself!  I would be curious to know what feelings you might have related to the possibility of being bi; What messages you may have received related to this orientation and any concerns you have about possible sexual orientations.,"Feeling attracted to people of different genders, like both girls and guys, is a common way people discover their own sexuality. It doesn’t automatically define you as bisexual, but it does suggest you’re open to experiencing attraction across genders. If you’d like to explore this more, talking with a trusted friend, counselor, or LGBTQ+ resource can help you understand your feelings and what labels, if any, feel right for you.",0.5178967714309692,3.6855606236943435e-155,0.16793893129770993,0.17736486486486483
"I've tried working out and eating fruits and vegetables, but I always seem to eat the junk in the house.","I know some people do better when they don't have as much junk food in the house. This is not as tempting then. Having said that, maybe you can reward yourself with different things, such as having dessert on certain days. If you are concerned about mostly eating habits, consider seeing a nutritionist. They can help you find the balance between what it is that you really want and your goals. I'm not sure how this links to happiness for you, but hopefully looking at your choices can lead you toward your goal of being healthier.","It can help to keep junk food out of sight—store healthier snacks like nuts, fruit or sliced veggies in visible spots so you’re tempted by good choices instead. Try planning small, balanced meals or snacks in advance and set a regular eating schedule to curb mindless eating. Pair this with the NHS exercise guidelines (aim for at least 150 min of moderate activity per week) to boost energy, which can make you less likely to reach for processed foods.",0.521967887878418,3.3400270139723123e-155,0.12290502793296089,0.1620636942675159
I feel really uncomfortable when I have people's attention.  It makes me not want to talk in public or answer questions in class. Can I get over this social anxiety?,"you can learn lots of skills/techniques to feel more confident in what you need to do that will decrease your anxious response for sure! :) And  you can also learn how to work with your personality that may not like the attention. You may find that ""talking"" to others through the internet is more comfortable and you are great at it, or that you love one on one talking but aren't really made for group talking. There is a place in this world for you either way! Public speaking skills can be practiced in speech class, or toastmaster group, they will give you practice in a safe environment where the cool kids or cutest boy aren't ready to laugh at you.  What topics are you interested in and what groups can you do a little speaking up? Maybe in your small group at church try and raise you hand to share your opinion, or maybe your Girl Scout troop? Look around for a peer and one adult who you like to hear speak out, ask them to share with you 2 things that help them feel comfortable speaking in public. Check out some Ted Talks and see how they share in groups. Social anxiety is a difficult concern and picking apart what is your awesome personality and what needs skill building and mindfulness/anxiety  help are important steps. Good luck!","Yes, you can work on easing that anxiety. Try starting by writing down your thoughts in a diary or a letter—this can help you process what’s bothering you before you share it with someone you trust, like a friend, family member, or a teacher. If you feel stuck, a school counsellor or a health professional can give you guided support and practical strategies to feel more comfortable speaking up.",0.5327883958816528,2.1499618664278894e-79,0.13861386138613863,0.10355356943019874
"I've been bulimic for about 6 years now. I'm in my early 20s. I am about to start back to school to become an RN, and I really need to get better once and for all.    I lose control of myself and become angry and anxious and just eat and purge. Over and over. Can someone please point me in the right direction for help?","Eating disorders usually result from a sense of insecurity about who the person is, whether they are good enough compared with anyone else, and whether the way they person lives is effective.If you have a style you're already happy with to reflect on these sorts of topics, keep following your own logic with the aim to free yourself, which usually takes place gradually, from these sort of self-doubts.The other approach would be to find an unperson or an online discussion group where you'd be able to offer and receive the support from other people who live with a similar problem.Good luck in your studies!","I’m sorry you’re going through this—talking to a doctor or GP is a good first step, and they can refer you to a specialist, such as a mental‑health nurse or a counsellor, who can help you explore treatment options like therapy and medication. If you’re in school, the school nurse or a trusted school counsellor can offer confidential support and connect you with resources, and you may also look into CBT‑based apps or guided therapy for eating‑disorder recovery. Remember that seeking help is a sign of strength, and there are professionals and peer‑support groups dedicated to supporting young carers and young adults facing eating‑disorder struggles.",0.5208012461662292,1.232584406082509e-231,0.13392857142857142,0.12487992315081653
I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky. Is this normal? Should I still be feeling like this?,It is absolutely a typical response.  Many of my clients are nervous the first couple of times we meet.  This is essentially a stranger with whom you are sharing your feelings.,"It’s common to feel nervous or shaky at the start of couples therapy, especially if you’ve only been going for a few sessions. Feeling anxious doesn’t mean the therapy isn’t working; many people relax as they become more comfortable. If your nerves persist, discuss it with your therapist or a trusted support person—talking about it can help you feel more at ease.",0.5034366846084595,9.708517153143004e-232,0.16326530612244897,0.15202702702702706
"I can't even smile or fake one. I can't feel happiness about anything and I can't show love towards another person not even my girlfriend. I hate myself sometimes. All I see is ugly.
   I can't get over the loss of a loved one and I'm not close to my family. What can I do?","Trust and believe your own feelings.Emotions are real and reflect how someone feels about a situation.Since you're sad about losing a loved one, be patient w your feelings about this.  Basically, be guided by how you feel and eventually you will feel different emotions which I hope will be happier ones.","I’m really sorry you’re going through this—feelings of numbness, self‑criticism, and grief can be overwhelming, especially when you’re a young carer. Try reaching out to someone you trust—whether a friend, teacher, or a counselor—and share what you’re feeling; if talking feels hard, writing a diary or letter can help you sort your thoughts before you speak. Resources from Rethink Mental Illness or The Children’s Society offer practical tools and support networks that are specially designed for young carers, so you don’t have to face these emotions alone.",0.5095036029815674,1.1167318524025496e-231,0.15894039735099338,0.1286764705882353
"My mother has Alzheimer's and she has become so nasty and mean to everyone and she always asks for unrealistic, silly or meaningless items. I get so frustrated and angry, but then I feel guilty because I know it probably isn’t her fault. How can I cope with feeling like this?","From your initial description, I would say that your mother is ""Maloriented"". In this stage of Alzheimer's individuals tend to be blaming and difficult to deal with. They may often hide or throw things away and then blame family members for this. In addition, if they are incontinent, they may blame a leaky roof or something else when they are wet. You are correct that this is not her fault, but often for family members this does not make it any easier for you to cope. I strongly suggest that you learn communication strategies that will help you to communicate with your mother in a way that lets her work through the difficulties associated with the disease. I always suggest Validation techniques to family members.In addition, you need to give yourself some kind attention and take time out from your circumstances as needed. You need to be able to center yourself and come to acceptance that this is your mother's illness that is the problem, not her and certainly not you.","It can help to share your feelings with a trusted friend, family member, or teacher—talking through the frustration often lightens the burden. If speaking feels hard, try writing down what’s on your mind in a diary or a letter first; this can clarify your emotions before you seek support. Finally, remember that caring for your own well‑being is crucial—use mental‑health resources or a counsellor, and give yourself permission to set boundaries so you’re not overwhelmed.",0.5349969863891602,1.4608777712681944e-155,0.12549019607843137,0.10591900311526481
"I want a secure relationship with someone that wants to be with me and who will actually put effort into it.
 I seem to gravitate toward unavailable men and those that want intimacy and no relationship. I let men dictate and control me because they accuse me of being controlling. I let men emotionally abuse me and I am at their beck and call.
 I am not comfortable being alone or doing anything by myself. I feel I need the security of someone being around just to survive. I know what I'm doing wrong and I do it anyway just hoping things will change. How do I stop this behavior and thought process?","Good for you on your keen awareness of your difficulties and your willingness to change!The type of change you'd like to achieve is possible, and since a change in self-confidence and self-love is deep rooted, this comes about gradually and slowly.Keep understanding yourself during your moments of doubt and anxiety.  Its fine to feel terrible and certainly better to know you feel insecure than to act upon the insecurity by being with men who take advantage of you.Everyone needs to feel loved and recognized.Until you attract a partner who will love and appreciate you, develop relationships with co-workers and classmates, neighbors, so that you have some quality of giving and being given by someone.It is a way to nurture yourself and another person until your strength and self-belief grow bigger.","It can help to talk with a counselor or mental‑health nurse about setting healthy boundaries and recognising the patterns that draw you to unavailable partners. Practising self‑care and learning to say “no” will start to reshape how you interact with others, and setting small, achievable goals for alone time can build the independence you need for security. Use the resilience you’ve built as a caregiver to advocate for your own needs and reach out to trusted friends or support groups for ongoing encouragement.",0.5268161296844482,7.58343240331831e-232,0.15044247787610618,0.12769353551476456
"I was with my friends fishing by a pond. I found a frog and stabbed it with my friend's knife. I'm not sure why I did it. My friends saw me do it it and were shocked and got really mad at me.

Now if someone brings it up I get really upset and panicked. I don't know why I feel like this. Does this mean there is something wrong with me?","The good news is your awareness that being violent to animals feels out of character for you.   I'm glad you have awareness and I'm glad you are not at ease with killing frogs.Fairly likely that you were acting out aggressively toward the frog, feelings of being on the receiving side of similar type of violence.Basically, you did unto the frog what someone has or to you, feels like, has been done to you.Use your surprising finding of how strong your anger and most likely inward pain.   Reflect on your closest relationships and how these people treat you.   It is possible you feel more hurt by someone who is close to you than you ever realized.Stabbing innocent frogs is wrong.  It is understandable as a way to show you how much inner pain you probably have.It is also wrong that someone close to you hurt you.The direction to go is to recognize your pain and then decide how to go about changing what is possible on your side of that or those relationship(s).","It sounds like you’re dealing with strong guilt and anxiety after the incident, and that’s a normal response when you do something you now feel wrong about. You’re not automatically “broken”—many people act impulsively when they’re overwhelmed or stressed, and feeling upset afterward is a sign you should talk through those feelings. Reach out to someone you trust, like a friend, trusted adult, or a counselor, and consider speaking with a helpline such as Childline (0800 11 11) for confidential support.",0.508324384689331,4.369613144605251e-232,0.11985018726591759,0.10755992624462202
"I’m a man, and I’m soon to be married. I have been messing around with other men on the side. It started as a once in a while thing, but it’s been happening a lot. I don't know what to do.","Hello, and thank you for your question. When faced with these kinds of difficult challenges, I usually encourage people to look to their values for help in determining what their behavior should be. Indeed, it is usually when our behaviors conflict with our values that we don't feel very content with our lives. Perhaps you can take some time to think through a couple of these questions: What kind of person do I want to be deep in my heart? What kind of character do I want to have when in public and in my private world when nobody is watching? How would I want others to describe me? Let's say that you want others to see you as being authentic, and YOU also value authenticity as something you want to live by. You may feel like this value is currently at odds with the behaviors you are engaging in right now. That you are not being the person that you really are deep in your heart. This is not an unusual struggle when it comes to sexual behavior and sexual orientation. So please, try not to feel alone. We all know quite well how unacceptable it may be to be seen as gay, lesbian, bisexual, etc. And I am not just talking about being unaccepted by others, but a person may have a VERY hard time accepting themselves. Thinking about your values and living a life based on them can bring a lot of freedom, but I won't lie, it can also bring a lot of pain at the same time. For example, someone with the value of living authentically may decide they have to tell others who they are and what they stand for, even if that means people may disapprove. That may cause a lot of pain, but it may also come with a sense of freedom to live a life based on honesty and authenticity. It may be helpful to find a counselor who is trained in affirmative therapy, which is recommended for people who are navigating their sexual behaviors and figuring out what is right for them. I would also sit down and think through some of the questions above and consider what your values are... both as an individual and as someone's fiancé.Above all, I wish you well in this journey. Robin J. Landwehr, DBH, LPC, NCC","It sounds like you’re facing a difficult decision that could affect your future marriage.  
Consider talking honestly with your partner when you feel ready, or seek support from a trusted friend, counselor, or a confidential adviser who can help you reflect on your feelings and options.  
If you’re unsure where to start, it might help to write down what’s driving your behavior and what you want for your future, then discuss those thoughts with a professional who can guide you safely.",0.5250898003578186,1.3945598626615796e-156,0.09543568464730293,0.06577106073327736
"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",Absolutely not.  I strongly recommending working on one issue/need at a time.  In therapy you will set smart goals and objectives that will help you reach your goals.  I see you as a survivor and not a victim.  Best wishes to you.,"It isn’t a case of “too many” issues—counseling can help you sort them into priorities and work them through step by step. A therapist can use tools like CBT, the STOPP process, or compassion‑focused therapy to address each concern while also supporting your overall well‑being. If you’d like, you can start by talking to a GP or local counselor who can connect you with specialized services for trauma, cancer survivorship, insomnia and depression.",0.5142701268196106,3.1904838298764094e-155,0.11570247933884296,0.18615095705688037
"I have three siblings. My mom loves them and not me. She’s always yelling at me, but when it comes to my siblings, she talks to them. I’m always crying in my room.","Have you ever tried talking with her about this when she's not angry? While I hear you saying that it feels like she doesn't love you, there could be a lot of other pieces to this. Have you ever told her about how much she means to you (when she's not angry)?","It sounds really painful to feel ignored and upset at home. You could start by reaching out to someone you trust—such as a close friend, relative, teacher, or school counselor—and share what’s happening; talking often lightens the load. If speaking directly feels difficult, writing a diary, poem, or even a letter can help you sort feelings before you talk to someone or contact a support line for young carers.",0.4392293691635132,1.0948551819675659e-231,0.11023622047244094,0.11173184357541899
"I am in my early 20s and I still live with my parents because I can't afford to live alone.
   My mother says that if I live under her roof I have to follow her rules. She is trying to control my life. What should I do?","That is a really tough situation that a lot of young people are experiencing right now. The first thing to under is that you can’t change who your parents are and cannot change their behavior. The thing to keep in mind is that you can control your responses and actions.  You may need to keep living at home with them for the next few months or years and the best way to do this is to have a plan. The second thing is to keep in mind that their controlling behavior is most likely not about based your behavior. Controlling parents are often driven by their concept of what will keep their children safe and happy. Unfortunately this is not always accurate but keep in mind it is not a personal attack.  There are ways you can deal with controlling parents – and most of them require creating a plan of action.Examples of action plans:Decide in advance how you’ll calmly and rationally respond to your parents when you feel they’re trying to control youArrange to phone a friend or trusted adult when you feel like you’re losing controlTalk in person to an adult you trust. There aren’t any quick tips on how to deal with parents who want to control you; you need to find strategies that are geared to your specific family situation. Get specific coping tips from books about family dynamics, such as:Toxic Parents: Overcoming Their Hurtful Legacy and Reclaiming Your Life by Susan ForwardCutting Loose: An Adult's Guide to Coming to Terms with Your Parents by Howard HalpernA counselor can be a good resource and provide support and guidance about issues addressing normal growth and development during periods of transition.","Reach out to a trusted adult you can talk to—this could be a school counsellor, a project worker, or a family friend—so you have someone who listens and can help you map out next steps. If you feel your mother’s rules are overly restrictive and impacting your well‑being, consider gathering information from local authority services or a youth support group that can discuss safe living options and housing advice. Start drafting a short plan for where you could move later, include it in a young carer assessment if you have one, and use that plan to discuss realistic goals with your support network.",0.5347443222999573,1.0253204240142921e-155,0.12060301507537688,0.10780913930324228
"I keep getting into relationships with men that are in bad situations. I take them on and help them and do all I can and the relationship still fails. How do I learn to not get in relationships with men in bad situations? I see someone in need of help, I jump in. And it is getting me nowhere. I am alone sad and frustrated.","Sounds like you already see what's amiss. You're looking for fix-er-uppers! When you meet these men they need you. And you're filled by fixing them.  And when they are fixed, what do they have to give you? What's your need in relationship? What if you found someone who didn't need fixing? ","It can help to set clear boundaries for what you are willing to give and look for partners who are stable and reciprocate that care. Share those thoughts with a trusted friend, family member, teacher, or counselor—writing in a diary first can make it easier if speaking feels hard. A supportive group or therapist can help you identify the patterns that pull you into these situations and guide you toward healthier, more reciprocal relationships.",0.461464524269104,3.3038430573295245e-155,0.13533834586466165,0.24809298328462093
"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",Just go! You start with the most prevalent issue by talking with your therapist. Healing one issue can have a ripple effect and heal other issues as well.,"You don’t have “too many” issues—most counseling settings are designed to help you unpack multiple concerns in a structured way.  Bring everything to the first session and the therapist can prioritize the most pressing symptoms (often depression, anxiety, or sleep) while weaving in your trauma and cancer history gradually.  Consider starting with a CBT‑oriented therapist who can use tools like the STOPP process or other evidence‑based strategies, and feel encouraged that support is available for each of these challenges.",0.519594669342041,3.066125757346364e-155,0.12612612612612611,0.1812688821752266
"My wife and mother are having tense disagreements. In the past, they’ve had minor differences. For example, my wife would complain to me my mother is too overbearing; my mother would complain my wife is lazy.
 However, it’s intensified lately. I think the cause is my wife talked back to her once. Now, any little disagreement is magnified, leading to major disagreements. What can I do?","One choice is for you and your wife to decide together what are reasonable ways and expectations to have of your mother.From what you write it sounds like your wife and you have differences as to what is the proper and right way to talk with your mother.Once the both of you agree on overall philosophy and some specific details for examples, then ask your mother to make time for all three of you to discuss together the expectations and standards you and your wife would like to see happen.This is only the first step since it is possible and likely that at least on a few points, your mother will disagree and have different views.These need to be discussed and integrated into an overall plan which all three of you are happy to live with.","I’m sorry this tension is stressing you—open, calm conversation can help calm the cycle of magnified conflicts. Suggest each of you write down the specific issue that caused the recent argument, then share them one‑by‑one with your spouse and your mother, listening without interrupting, and ask for one concrete change you can all agree on. If the pattern continues, a short trial of family‑focused CBT or a neutral mediator could give you practical, solution‑oriented strategies that respect everyone’s space and feelings.",0.5105158686637878,3.0353897957201304e-155,0.14912280701754385,0.1364325244785015
"I am on the track and softball team. My school is small, so I play all four sports it offers. I feel obligated to do track because I'm not a horrible runner, and my dad wants me to. The catch is is that the days before a track meet and the morning of, I get sick and cry.","It sounds like you are no longer committed to track emotionally.  It can be hard to talk to your dad about this, but he may think you love track and may not know you are getting so upset the days of meets.  An idea would be to first write a letter to your dad to see what feelings come out and then preparing to speak with him.  I think he will appreciate your honesty and maybe this conversation will bring you relief and also time to find something you really will enjoy.  ","It sounds exhausting to juggle all the sports and still feel pressured to keep up with track. Try talking to a coach or a trusted teacher about how you’re feeling—sometimes they can offer extra support or a lighter practice schedule, and you’re allowed to ask for help when your mind and body need it. Also reach out to a friend or family member who can listen; sharing your worries can ease that stress and keep you from feeling alone.",0.5362616777420044,3.057246351095121e-155,0.1954022988505747,0.17030944130684245
"I can't seem to feel any emotion except anxiety, not even for myself.","Empathy is the ability
to tap into our own experience to help us connect with others in order to be
aware of how they are experiencing life. 
It is a skill that we learn with practice and refine as we become mature.
If you are feeling anxious, maybe you are able to understand better others who
are going trough anxiety.  But I wonder
if instead of feeling empathy, you may just want to find ways to reduce your
anxiety.  A good idea is to be very aware
of your anxiety triggers, and once you identify them explore other ways you
could react. ¿Sera normal que no sienta empatía?Parece que no puedo experimentar ninguna otra emoción que
no sea ansiedad, ni si quiera por mí misma. Empatía es la habilidad de usar tus propias
experiencias para conectarte con otros y estar consciente de la manera que
ellos experimentan la vida.  Es una
destreza interpersonal que aprendemos y refinamos con la práctica y según maduramos
como personas.  Si te estás sintiendo
ansioso, tal vez puedas comprender mejor como otra persona experimenta momentos
de ansiedad.  Pero me pregunto si en
lugar de estar buscando sentir empatía, realmente quisieras reducir tus niveles
de ansiedad.  Una buena manera es estar consciente
que activa la ansiedad, y ya que lo identifiques, explora que otras reacciones
pudieras tener.","It’s normal for anxiety to feel all‑encompassing, so start with a simple CBT exercise: notice the anxious thought, ask yourself if evidence supports it, and replace it with a kinder, more realistic one. If you can’t feel any other emotions, try talking to a trusted friend or using a self‑help app like uplift.app to explore feelings step by step. Remember you don’t have to do this alone—sharing how you feel with someone you trust can help you feel seen and supported.",0.4100187420845032,2.946304361508993e-232,0.08201892744479496,0.0774986638161411
"Sometimes, I'm fine and can go out or meet people, but other days, my heart races and words physically cannot come out of my mouth. I've always thought it was normal and I was just nervous, but the other day, it took me almost 30 minutes of sitting in my car to find the courage to enter Target by myself.","I would suggest keeping a log of those days when you are having a hard time. Items to write would be what were you doing before you felt this way, did you eat and what, what time of day is it, how much sleep did you get that night, etc... This can help you identify any triggers. Further assessment can be made by a health care professional. It does sound like you are experiencing some symptoms of anxiety.","It sounds like you’re experiencing a form of social anxiety that can flare up when you feel pressured or uncertain. A helpful step is to identify the specific worries that trigger the racing heart and talk them through with a trusted friend, family member, or counselor—sometimes just voicing the fear can lessen its hold. Also, before going out, use grounding techniques like slow breathing or a short “power‑pose” to calm your body, and remind yourself that it’s okay to take small steps—each time you try, you’re training yourself to feel more confident.",0.5077118873596191,3.2977855423358716e-155,0.13636363636363635,0.17002518891687657
