Context,Response,Answer,bleurt_score
"My mother has Alzheimer's and she has become so nasty and mean to everyone and she always asks for unrealistic, silly or meaningless items. I get so frustrated and angry, but then I feel guilty because I know it probably isn’t her fault. How can I cope with feeling like this?","From your initial description, I would say that your mother is ""Maloriented"". In this stage of Alzheimer's individuals tend to be blaming and difficult to deal with. They may often hide or throw things away and then blame family members for this. In addition, if they are incontinent, they may blame a leaky roof or something else when they are wet. You are correct that this is not her fault, but often for family members this does not make it any easier for you to cope. I strongly suggest that you learn communication strategies that will help you to communicate with your mother in a way that lets her work through the difficulties associated with the disease. I always suggest Validation techniques to family members.In addition, you need to give yourself some kind attention and take time out from your circumstances as needed. You need to be able to center yourself and come to acceptance that this is your mother's illness that is the problem, not her and certainly not you.","It’s normal to feel angry and then guilty when Alzheimer’s makes your mum act unkindly—try to remind yourself that the disease, not her, is driving the behavior. Share how you feel with someone you trust (a friend, family member, teacher, or counselor) or write it down first; talking or journaling can help you sort out the emotions and reduce the guilt. Also make sure you set aside regular time for your own well‑being—whether that’s a brief break, a hobby, or a quick check‑in with a support service—so you stay resilient while caring for her.",0.43837612867355347
"I want a secure relationship with someone that wants to be with me and who will actually put effort into it.
 I seem to gravitate toward unavailable men and those that want intimacy and no relationship. I let men dictate and control me because they accuse me of being controlling. I let men emotionally abuse me and I am at their beck and call.
 I am not comfortable being alone or doing anything by myself. I feel I need the security of someone being around just to survive. I know what I'm doing wrong and I do it anyway just hoping things will change. How do I stop this behavior and thought process?","Good for you on your keen awareness of your difficulties and your willingness to change!The type of change you'd like to achieve is possible, and since a change in self-confidence and self-love is deep rooted, this comes about gradually and slowly.Keep understanding yourself during your moments of doubt and anxiety.  Its fine to feel terrible and certainly better to know you feel insecure than to act upon the insecurity by being with men who take advantage of you.Everyone needs to feel loved and recognized.Until you attract a partner who will love and appreciate you, develop relationships with co-workers and classmates, neighbors, so that you have some quality of giving and being given by someone.It is a way to nurture yourself and another person until your strength and self-belief grow bigger.","It can help to reach out to trusted people — a friend, family member, teacher, or counselor — who can listen without judgment and help you set healthier boundaries. Consider speaking with a professional (e.g., a school counsellor or mental‑health nurse) who can guide you in building self‑esteem, recognizing patterns of control, and developing coping skills for being alone. Gradually practice small steps of independence (like a hobby or solo activity) while reminding yourself that you deserve a relationship based on mutual respect and effort.",0.4103807806968689
"I was with my friends fishing by a pond. I found a frog and stabbed it with my friend's knife. I'm not sure why I did it. My friends saw me do it it and were shocked and got really mad at me.

Now if someone brings it up I get really upset and panicked. I don't know why I feel like this. Does this mean there is something wrong with me?","The good news is your awareness that being violent to animals feels out of character for you.   I'm glad you have awareness and I'm glad you are not at ease with killing frogs.Fairly likely that you were acting out aggressively toward the frog, feelings of being on the receiving side of similar type of violence.Basically, you did unto the frog what someone has or to you, feels like, has been done to you.Use your surprising finding of how strong your anger and most likely inward pain.   Reflect on your closest relationships and how these people treat you.   It is possible you feel more hurt by someone who is close to you than you ever realized.Stabbing innocent frogs is wrong.  It is understandable as a way to show you how much inner pain you probably have.It is also wrong that someone close to you hurt you.The direction to go is to recognize your pain and then decide how to go about changing what is possible on your side of that or those relationship(s).","It sounds like you’re carrying a lot of guilt and anxiety about what happened, and those feelings are understandable after doing something that feels wrong. Talking about it with a trusted adult, counselor, or a helpline like Childline (0800 11 11) can help you process those emotions and get the support you need. You don’t have to face this alone—reaching out is a strong first step toward feeling better.",0.40648162364959717
"I’m a man, and I’m soon to be married. I have been messing around with other men on the side. It started as a once in a while thing, but it’s been happening a lot. I don't know what to do.","Hello, and thank you for your question. When faced with these kinds of difficult challenges, I usually encourage people to look to their values for help in determining what their behavior should be. Indeed, it is usually when our behaviors conflict with our values that we don't feel very content with our lives. Perhaps you can take some time to think through a couple of these questions: What kind of person do I want to be deep in my heart? What kind of character do I want to have when in public and in my private world when nobody is watching? How would I want others to describe me? Let's say that you want others to see you as being authentic, and YOU also value authenticity as something you want to live by. You may feel like this value is currently at odds with the behaviors you are engaging in right now. That you are not being the person that you really are deep in your heart. This is not an unusual struggle when it comes to sexual behavior and sexual orientation. So please, try not to feel alone. We all know quite well how unacceptable it may be to be seen as gay, lesbian, bisexual, etc. And I am not just talking about being unaccepted by others, but a person may have a VERY hard time accepting themselves. Thinking about your values and living a life based on them can bring a lot of freedom, but I won't lie, it can also bring a lot of pain at the same time. For example, someone with the value of living authentically may decide they have to tell others who they are and what they stand for, even if that means people may disapprove. That may cause a lot of pain, but it may also come with a sense of freedom to live a life based on honesty and authenticity. It may be helpful to find a counselor who is trained in affirmative therapy, which is recommended for people who are navigating their sexual behaviors and figuring out what is right for them. I would also sit down and think through some of the questions above and consider what your values are... both as an individual and as someone's fiancé.Above all, I wish you well in this journey. Robin J. Landwehr, DBH, LPC, NCC","It sounds like you’re feeling conflicted about your actions and the upcoming marriage, and it can be helpful to talk openly with a trusted counselor or therapist who can support you in exploring your feelings and values without judgment. Consider reflecting on what you truly want in a relationship and, when you feel ready, having an honest conversation with your partner about your needs and concerns. You don’t have to navigate this alone—reaching out for professional guidance can give you clarity and a safe space to decide the next steps.",0.44363147020339966
"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",Absolutely not.  I strongly recommending working on one issue/need at a time.  In therapy you will set smart goals and objectives that will help you reach your goals.  I see you as a survivor and not a victim.  Best wishes to you.,"You’re not “too many” – counselors are trained to help people work through multiple, overlapping issues at once, and they can help you prioritize what feels most urgent. Therapies such as CBT, EMDR for trauma, and other approaches can be combined to address sexual‑abuse trauma, cancer survivorship, insomnia, depression and anxiety together. Reaching out for professional support now is a strong first step toward feeling better and managing everything you’re facing.",0.39633017778396606
"I have three siblings. My mom loves them and not me. She’s always yelling at me, but when it comes to my siblings, she talks to them. I’m always crying in my room.","Have you ever tried talking with her about this when she's not angry? While I hear you saying that it feels like she doesn't love you, there could be a lot of other pieces to this. Have you ever told her about how much she means to you (when she's not angry)?","I’m really sorry you’re feeling so isolated and unheard—it’s understandable to feel hurt when you’re consistently yelled at while your siblings receive attention. Try reaching out to a trusted adult, such as a teacher, school counselor, or a project worker, who can listen and help you explore support options (including mental‑health resources from Rethink Mental Illness and The Children’s Society). You might also keep a diary or write down your feelings to better understand them before sharing, and remember you deserve care and support just as much as anyone else.",0.4624609351158142
"I am in my early 20s and I still live with my parents because I can't afford to live alone.
   My mother says that if I live under her roof I have to follow her rules. She is trying to control my life. What should I do?","That is a really tough situation that a lot of young people are experiencing right now. The first thing to under is that you can’t change who your parents are and cannot change their behavior. The thing to keep in mind is that you can control your responses and actions.  You may need to keep living at home with them for the next few months or years and the best way to do this is to have a plan. The second thing is to keep in mind that their controlling behavior is most likely not about based your behavior. Controlling parents are often driven by their concept of what will keep their children safe and happy. Unfortunately this is not always accurate but keep in mind it is not a personal attack.  There are ways you can deal with controlling parents – and most of them require creating a plan of action.Examples of action plans:Decide in advance how you’ll calmly and rationally respond to your parents when you feel they’re trying to control youArrange to phone a friend or trusted adult when you feel like you’re losing controlTalk in person to an adult you trust. There aren’t any quick tips on how to deal with parents who want to control you; you need to find strategies that are geared to your specific family situation. Get specific coping tips from books about family dynamics, such as:Toxic Parents: Overcoming Their Hurtful Legacy and Reclaiming Your Life by Susan ForwardCutting Loose: An Adult's Guide to Coming to Terms with Your Parents by Howard HalpernA counselor can be a good resource and provide support and guidance about issues addressing normal growth and development during periods of transition.","It can help to share how you feel with someone you trust — a friend, teacher, or a young‑carer support worker—so you’re not handling the pressure alone. Together you can explore ways to set clear, respectful boundaries with your mum and look into local young‑carer services that can give you advice and practical help (e.g., a transition assessment or a carer project). Getting that support can give you more confidence to pursue your own goals while still living at home.",0.4008341431617737
"I keep getting into relationships with men that are in bad situations. I take them on and help them and do all I can and the relationship still fails. How do I learn to not get in relationships with men in bad situations? I see someone in need of help, I jump in. And it is getting me nowhere. I am alone sad and frustrated.","Sounds like you already see what's amiss. You're looking for fix-er-uppers! When you meet these men they need you. And you're filled by fixing them.  And when they are fixed, what do they have to give you? What's your need in relationship? What if you found someone who didn't need fixing? ","It sounds painful to keep rescuing partners and feeling left alone; try talking openly with someone you trust—a friend, family member, teacher, or youth‑carer support worker—who can help you see the pattern and set healthier boundaries. Writing down your thoughts or feelings in a diary can also give you distance to notice why you’re drawn to “helping” relationships and what you truly need from a partner. With support and clearer limits, you can start choosing connections that nurture you instead of draining you.",0.3850223422050476
"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",Just go! You start with the most prevalent issue by talking with your therapist. Healing one issue can have a ripple effect and heal other issues as well.,"No, you don’t have “too many” issues—counselors are trained to help people work through multiple, complex experiences at once. They can help you prioritize what feels most urgent and gradually address each concern in a safe, supportive setting. Reaching out for professional help now is a strong, caring step for your well‑being.",0.47815150022506714
"My wife and mother are having tense disagreements. In the past, they’ve had minor differences. For example, my wife would complain to me my mother is too overbearing; my mother would complain my wife is lazy.
 However, it’s intensified lately. I think the cause is my wife talked back to her once. Now, any little disagreement is magnified, leading to major disagreements. What can I do?","One choice is for you and your wife to decide together what are reasonable ways and expectations to have of your mother.From what you write it sounds like your wife and you have differences as to what is the proper and right way to talk with your mother.Once the both of you agree on overall philosophy and some specific details for examples, then ask your mother to make time for all three of you to discuss together the expectations and standards you and your wife would like to see happen.This is only the first step since it is possible and likely that at least on a few points, your mother will disagree and have different views.These need to be discussed and integrated into an overall plan which all three of you are happy to live with.","I hear how stressful this is for you; try gently setting a neutral time when you can bring both together to share how each feels while you stay calm and avoid taking sides. Encourage them to focus on specific concerns (e.g., “I feel … when …”) rather than blame, and let each person speak while the other listens without interruption. If the pattern doesn’t improve, consider asking a family therapist or counselor for a joint session to help rebuild respectful communication.",0.3887402415275574
"I am on the track and softball team. My school is small, so I play all four sports it offers. I feel obligated to do track because I'm not a horrible runner, and my dad wants me to. The catch is is that the days before a track meet and the morning of, I get sick and cry.","It sounds like you are no longer committed to track emotionally.  It can be hard to talk to your dad about this, but he may think you love track and may not know you are getting so upset the days of meets.  An idea would be to first write a letter to your dad to see what feelings come out and then preparing to speak with him.  I think he will appreciate your honesty and maybe this conversation will bring you relief and also time to find something you really will enjoy.  ","It sounds like the pressure from both your dad and your own expectations is building up a lot of anxiety, which shows up as feeling sick and crying before meets. Try reaching out to someone you trust—a friend, teacher, or youth‑carer support worker—to share how you feel and explore ways to balance your caring duties with sport, such as asking for a little extra time for schoolwork or a brief break when you need it. Taking small steps to talk about your stress and asking for help can make the situation feel more manageable and protect your wellbeing.",0.48627591133117676
"I can't seem to feel any emotion except anxiety, not even for myself.","Empathy is the ability
to tap into our own experience to help us connect with others in order to be
aware of how they are experiencing life. 
It is a skill that we learn with practice and refine as we become mature.
If you are feeling anxious, maybe you are able to understand better others who
are going trough anxiety.  But I wonder
if instead of feeling empathy, you may just want to find ways to reduce your
anxiety.  A good idea is to be very aware
of your anxiety triggers, and once you identify them explore other ways you
could react. ¿Sera normal que no sienta empatía?Parece que no puedo experimentar ninguna otra emoción que
no sea ansiedad, ni si quiera por mí misma. Empatía es la habilidad de usar tus propias
experiencias para conectarte con otros y estar consciente de la manera que
ellos experimentan la vida.  Es una
destreza interpersonal que aprendemos y refinamos con la práctica y según maduramos
como personas.  Si te estás sintiendo
ansioso, tal vez puedas comprender mejor como otra persona experimenta momentos
de ansiedad.  Pero me pregunto si en
lugar de estar buscando sentir empatía, realmente quisieras reducir tus niveles
de ansiedad.  Una buena manera es estar consciente
que activa la ansiedad, y ya que lo identifiques, explora que otras reacciones
pudieras tener.","I’m really sorry you’re feeling stuck in anxiety‑only mode; that can be overwhelming, especially when you’re also caring for others. It can help to talk openly with someone you trust about these feelings and consider trying a simple, evidence‑based approach like CBT (for example, the “Feeling Good” book or an online CBT app) to learn ways to identify and shift anxiety‑driven thoughts. You’re not alone—there are resources and support groups for young carers that can guide you toward feeling more balanced and connected again.",0.2452714443206787
"Sometimes, I'm fine and can go out or meet people, but other days, my heart races and words physically cannot come out of my mouth. I've always thought it was normal and I was just nervous, but the other day, it took me almost 30 minutes of sitting in my car to find the courage to enter Target by myself.","I would suggest keeping a log of those days when you are having a hard time. Items to write would be what were you doing before you felt this way, did you eat and what, what time of day is it, how much sleep did you get that night, etc... This can help you identify any triggers. Further assessment can be made by a health care professional. It does sound like you are experiencing some symptoms of anxiety.","It sounds like you’re experiencing anxiety that can make everyday situations feel overwhelming. Trying simple grounding techniques—deep breaths, counting to ten, or a quick body‑scan—can calm your racing heart, and practicing short outings with a trusted friend or adult can help you build confidence gradually. Also, reaching out to a counselor, a youth‑carer support worker, or a mental‑health resource can give you extra tools and support, so you don’t have to face these moments alone.",0.44242924451828003
"My mother has Alzheimer's and she has become so nasty and mean to everyone and she always asks for unrealistic, silly or meaningless items. I get so frustrated and angry, but then I feel guilty because I know it probably isn’t her fault. How can I cope with feeling like this?","It is challenging to see one's parents age and to cope with the new demands.  Your mom means a lot to you, and that is why you get easily frustrated.  I'm guessing that it is not that she is making you do work or that her expectations are non-important to you because if that were the case, you would not feel any guilt.  Accepting the new stage will help you cope with the changes.  Take a deep breath every time you feel frustrated and think of the good times you shared with your mom before her getting Alzheimer's.  Remember that your mom as she was is no longer and that she has reverted to a more delicate phase.  Also, schedule time for yourself and do things that help you relax.  Caretaking of an elderly parent can take a toll on you, and it is essential to incorporate self-care.  Finally, look for an Alzheimer's support group in your area that will help you connect with other people going through the same thing.  You are a good daughter, and your mom is lucky to have you in her life.Sincerely, Mirella~Image and Likeness Counseling","It’s normal to feel angry and guilty – Alzheimer’s can change a person’s behavior, so her nastiness isn’t her choice. Try talking about your feelings with a trusted friend, teacher, or counselor, and consider writing them down first to help sort out the emotions. Remember to set aside regular time for self‑care (like a hobby, a walk, or a short break) so you can recharge and stay resilient while you support your mum.",0.3868342339992523
Why am I attracted to older men?,"What a wonderful question!Good for you on clearly knowing your priorities.If I was sitting with you now, I'd ask you to list your reasons.Start with whatever answers you do come up with and examine each of these a little further.If, for example, you feel you need a man because many of your friends are in relationships, then possibly you feel insecure about being your unique self, even when this sets you apart from your friends.If, you feel you need a man to protect you financially, then possibly you've lost faith in your ability to financially support yourself.If you'd like a man in your life to offer your love and are willing to contribute the work of relating intimately, then you've found the best reason for wanting a man in your life.This is far different than ""need"".","I’m not able to answer that question based on the information provided. It might help to talk with a trusted adult, counselor, or support worker who can explore your feelings with you in a safe, non‑judgmental space.",0.3931335210800171
"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",You can be helped. Many of the people I see have multiple issues. These issues are often linked so that helping one issue will positively help the other issues.,"You’re certainly dealing with many painful experiences, but it’s not “too many”—counselors are trained to help you work through several issues at once and can prioritize what feels most urgent for you. Therapies such as CBT, DBT, acceptance‑commitment work, or trauma‑focused counseling can address depression, anxiety, insomnia, self‑esteem and past abuse together. Reaching out to a trusted mental‑health professional now is a strong first step toward feeling better.",0.40931379795074463
"I'm scared that I am with this man so I won't be alone. He should be with somebody who deserves him if this is the case, and I don’t want to hurt him.","While not wanting to be alone may not be the best reason to be in a relationship, it is probably more common and normal a reason than you think.  Since you seem to care about your friend (""don't want to hurt him""), I imagine there are many other reasons that you are together.  I suggest that you talk about this open-heartedly with each other.  The idea of being afraid of being alone sounds like an honest starting place.  Don't try to ""figure out"" whether you should be with him.  Just talk.  The communication is likely to shine light on deepening connection for BOTH OF YOU.In the meantime, your idea that you don't deserve him is rooted in a ""core lie"" that you are telling yourself.  You can read about ""core lies"" and much more in my book, Living Yes, a Handbook for Being Human.  Check out www.LivingYes.org.Be easy on yourself.  You are deserving!~Mark","I hear how scared and conflicted you feel right now, and it’s okay to have those emotions. It can help a lot to share what’s on your mind with someone you trust—a friend, family member, teacher, or a project worker—so they can listen and support you. You can also find more guidance and resources for young carers at children‑society.org.uk/youngcarer/advice‑for‑young‑people/well‑being‑and‑mental‑health.",0.3950093984603882
"I've known him for about six years. We've dated off and on. I hadn't seen him in close to three years but recently started seeing him again. I really want this to last this time. I stayed the night. Do I text, call, or make contact first, the same day of the morning I left his house?","It is possible your question reflects some insecurity about whether or not either or you would like this relationship to continue.Otherwise, the answer to your question would appear naturally.  If you genuinely feel close enough to this person to sleep with him, then who texts whom first, wouldn't really matter too much.Try to understand within yourself whether you feel truly interested in this person as much as you would like to feel toward someone.","Send a warm, brief text the next morning—something like “I had a wonderful time last night and was thinking of you.” It shows you’re interested without putting pressure on either of you, and it gives him space to reply in his own time. If he responds positively, you can then decide whether a call or another meet‑up feels right.",0.36204594373703003
"I keep having these random thoughts that I don't want. Things like ""you aren't worth anything."" I know they're my own thoughts but it feels like someone else is saying it.
   What is wrong with me, and how can I stop having these thoughts?","Many people have thoughts like those you describe, and often it feels like someone else is saying it because they are things that may have been said to you when you were very young.  When young children hear negative things about themselves they tend to internalize these negative ideas and to form negative core beliefs.  The good news is we can learn to stop these thoughts and to replace them with healthier thoughts.  The first step is to catch yourself when you are thinking these thoughts, and to stay ""stop!""; then replace it with another thought.  So for instance, maybe you fail a test or get rejected by a romantic interest.  You catch yourself saying ""you aren't worth anything"". Stop this thought, and replace it with ""You didn't do as well on that test as you would have liked.  Let's figure out how you can do better next time.""  Or ""she may not want to go out with you, but someone else will"". So the idea is to develop a voice of a ""friend"", who can tell you the kind of things you would say to your own best friend.  You might also pick up the book, Feeling Good, by David Burns. He gives many tips for how to change Negative Self Talk.","You’re not “broken” – intrusive, negative thoughts are common, especially when you’re under the extra pressure of caring for someone else. It can help to talk openly with a trusted adult or mental‑health professional and use the well‑being resources for young carers (e.g., the Rethink Mental Illness/Children’s Society guides) to learn coping strategies. Regular self‑care, such as brief breaks, grounding exercises, or a supportive app, can also reduce how often those thoughts pop up.",0.3976418375968933
"I'm a guy. If I don't like girls, nor do I like guys, does that mean I'm gay?","Hi, and thanks for your question. I agree with my colleagues about researching asexuality, but I want too add a couple of things about that:Here is a website that you can start with to get some information about asexuality - http://www.asexuality.org/home/There are a whole lot of myths surrounding asexuality. One is that people who are asexual have absolutely no interest in sex, and that is not always the case. There are variations of asexuality. Some people who are asexual have an interest in sex and others don't. Also, once you read more on this topic, you may find that you don't connect with asexuality either, and that is okay. Our society usually thinks of sexual orientations as only being straight, gay, lesbian, or bisexual, but the truth is there are many variations of sexual orientations. Keep exploring. There is a good chance that there is a community of people who feel like you do. Finally, labels are important for a lot of things, but labeling ourselves can sometimes lead to some painful feelings. Try not to feel pressured to label yourself too quickly. This is your journey. Your experience. Take all the time you need. You may never feel the need to label how you feel, and that is okay, too. Hope this helps. Be well.Robin J. Landwehr, DBH, LPC, NCC  ","I’m sorry, I don’t know the answer to that question.",0.4069065451622009
"I have been dealing with depression and anxiety for a number of years. I have been on medication, but lately my depression has felt worse. Can counseling help?","Thank you for asking this important question. I find that there are three steps to getting ready for treatment. Step one is expressing interest in wanting to receiving treatment for the outcome of positive behavioral change. Congratulations you did the first step! You are showing your readiness to start counseling by asking this question. Now the second step is to find a counselor who specializes in treating clients with Anxiety and Depression. The therapeutic orientations I have found to be helpful in treating clients with  Anxiety and Depression are a combination of Cognitive Behavioral Therapy with Mindfulness, and Solution Focused Brief Therapy. Receiving meditation for your symptoms if part of the treatment, and the other part is receiving counseling to increase your resilience for future events. Research has found that medication and psychotherapy treatments together shows the most effective outcome for Depression.  The third step is to increase your positive self-talk to motivate yourself to attend treatment. As counselors, we are aware of the anxieties and fears that are associated with talking to a new professional for the first time. However, remind yourself that you are doing this to improve your well being. I hope this was helpful, and good luck with your treatment journey. ","Yes—counselling can be very helpful for depression and anxiety, especially evidence‑based approaches like cognitive‑behavioural therapy (CBT) and related therapies. A counsellor (e.g., in a school, hospital or youth centre) can give you a private space to talk, explore your feelings and learn practical strategies to feel better. It’s also a good idea to discuss any medication changes with your doctor or a mental‑health nurse while you start counselling.",0.45071232318878174
"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?","Thank you for sharing your question.  I imagine it feels overwhelming and discouraging at times if you feel like there are too many issues to address in a counseling session.  I would encourage you to share these concerns with a counselor because a counselor can help you organize the concerns into a list of specific goals.  For example, a list of goals may look similar to this:1.  ""I will learn about the effects of medication on the symptoms of depression and anxiety.""2.  ""I will learn about the factors that affect insomnia.""3.  ""I will learn about resources and support groups in my local area to help me cope with my traumatic experiences.""4.  ""I will practice self-care exercises each day and write about my thoughts and feelings in a journal so I can measure whether or not I""m making progress.""This is an example of some of the possible goals a counselor can help you work toward each week.  Working toward a specific goal can lead to a feeling of accomplishment once you've completed it, and this may have a positive impact on your self-esteem.  I hope this information helps, and I wish you all the best!","No—you’re not “too many” issues to bring to counseling; therapists are trained to help people work through several concerns at once and can prioritize what feels most urgent for you. Starting with a trusted counselor (in a school, hospital, or community setting) can give you a safe space to explore the trauma, cancer survivorship, insomnia, depression, anxiety, and self‑esteem together. You’ll also learn coping tools like CBT or mindfulness that can address many of these challenges simultaneously.",0.4794986844062805
"I broke up with him three weeks ago because I felt that he needed to be more respectful. He has since had a rebound relationship. He says he loves and misses me but refuses to see me. He says it's going to be too difficult to see me. Every time we talk, it feels like I'm being pushy to see him. He used to be so madly in love with me, but now, it seems like he couldn’t care less. I think I'm running him away.","Hi Kansas,I think your first instinct was good; you broke up with him. You deserve respect, but right now you're not acting as if you deserve it when you push to see him as he's moving on with a new relationship. It's appropriate now for you to respect that relationship and listen to what he says he wants, which is space. Do you think he's going to be any different with her? This a common, unfounded fear we have. I wonder if maybe you miss the feeling of being in love and having a partner more than you miss him. The bottom line is you can't make someone love you, and you can't make someone be loving towards you, because how someone treats you (and the choices they make) has everything to do with who they are, and nothing to do with who you are. I hope you gather support from others and move on in hope and strength for your own future.","I hear how painful it feels to miss someone while also respecting his boundary, and it’s natural to wonder if you’re “pushing” him away. Remember the resilience and compassion you’ve already shown as a caregiver—you can use those strengths to give both yourself and him space, focusing on your own needs and the supportive people around you. Reaching out to trusted friends, family, or a caregiver support group can help you process these feelings and stay grounded while you decide what’s best for you.",0.45434874296188354
"My dad cheated on my mom for 13 years. I cannot stop obsessing over the fact that my boyfriend might be cheating on me even when I know he isn't. I have full access to his phone, social media, and e-mails. I never find anything, but I'm obsessed with constantly checking just in case. How do I stop this? It's driving a wedge between us.","Hi Greenville, I respect that you're owning your own overreactions, and that you want to give your boyfriend the respect he deserves. The truth is that some people cheat, and some don't, and our partners deserve the benefit of the doubt unless they show signs they can't be trusted.The answer here is in two different areas. Basically, if you want to feel differently (more trusting, in your case), you look at your thoughts, and your behaviours.Your thoughts are stuck... like tires in deep ruts in the road. These thoughts are only habits, they don't reflect the truth. Fear is probably whispering in your ear things like ""everyone cheats"", or "" you're not enough for him"". Once you figure out what fear is trying to tell you, picture those words in red next time they come up. Ask yourself what the evidence is that supports that thought (there won't be much...perhaps none), and what is the evidence that doesn't support it (I know lots of good men, I know I deserve love and loyalty, there is no sign of infidelity...). You're learning to refute the thoughts that are connected to the fear. That's the first half. Practise these thoughts.The rest of the work is in your behaviours. Act as though you trust him. Force yourself to not check or interrogate, and the less you check, the less obsessive and untrusting you will feel. Acting ""as if"" something if true strangely helps us believe it.It's possible to change the way we think, and this is turn changes the way we feel. Try this to start, and see a therapist for support and cognitive behavioural therapy if you want to dive more deeply into why this is happening and how to stop it. Good luck!","It sounds like the mistrust from your dad’s infidelity is spilling over into your relationship, and constantly checking his messages only fuels the anxiety rather than eases it. Try setting a clear limit—like no phone‑checking for a set period each day—and replace that habit with a calming activity (e.g., journaling or a brief walk) while you talk openly with your boyfriend about how you feel; sharing your worries can help rebuild safety and give both of you a chance to reassure each other. If the thoughts stay overwhelming, consider reaching out to a trusted friend, counselor, or a young‑carer support service for extra help in learning coping tools such as CBT or anxiety‑management techniques.",0.428755521774292
"I'm being verbally abused on a daily basis by my parents in front of my child. I feel like I’m trapped and I have no escape. I feel like I have to listen to the horrible things they say and just take all of it.
   I need some way of learning how to cope with listening to it especially since I have nowhere else to go. I feel very emotionally drained How can I deal with this?","Hello, I am sorry to hear about you feeling verbally abused, trapped without an escape, and emotionally drained. Sounds to me like you are being treated more like a child than an adult.  It's time to learn about healthy boundaries and being treated like an adult. This process will take time, but beyond elevating your self-esteem and worth, you will be modeling to your children a healthy adult. Model to them an empowered, confident, and person that is worthy of respect. Please invest in yourself. Find yourself a therapist that encourages and empowers you to have a voice and not feel invisible. You'll be so glad you did!","I’m really sorry you have to endure that—it’s overwhelming to feel trapped and emotionally drained. Try to find a safe person you can confide in—like a teacher, school counselor, GP, or local mental‑health nurse—who can listen and help you explore options for support and protection, and consider writing your thoughts in a diary or letter to process the abuse when you need a quiet outlet. You deserve help and it’s okay to reach out for professional or community services that can protect you and give you coping tools.",0.5386994481086731
What makes a healthy marriage last?,"In my mind, a healthy marriage has two participants, meaning both people participate equally in the intimate connection of marriage. An unequal participation comes in many forms, such as one person checking out of conversations when it becomes emotional, or speaking over and for each other in these conversations. Couple’s should strive for engagement and support, but doing it in a way that works for each person individually. I hope this helps.","I’m sorry, but I don’t have information on what makes a healthy marriage last.",0.2890322208404541
"I know that I need to get past my feelings for this person I fell in love with, but t's so difficult to move on because he showed me feelings I've never felt before. 

I feel like I don't  want to be without my genuine love for him, but logically, I know I need to be without him. I can't discuss this with anybody in my life because the conditions surrounding our love are considered  ""wrong"" by a lot of people.

How can I get myself to just move on?","It's difficult to move on and let go, especially when you've experienced things for the first time with someone, or feelings you've never felt before, as you said.I like the fact that you are looking at your situation ""logically"".  Feelings can take time to fade, but you seem to understand, even if it is subconsciously, that it's the feelings he stirred up in you that are keeping you tied to him, not necessarily the person himself. Realize that you can and will experience those feelings again with another person - the RIGHT person. Don't hold onto someone who is wrong for you just because of something like this. You're wanting those feelings and wanting a relationship - but with him necessarily? Or with anybody? You said you don't want to be without your love for him - not you don't want to be without him. In fact, you said you know you need to be without him. It seems like it's the LOVE that you can't let go of, and the feelings. Not the person. Trust me, you will find that again. Take some time to let this fade. Don't try to force him or anyone else into a role that is meant for someone else. Cherish the memories and the experiences you had. Sounds like it's been a valuable learning and growth experience for you, but you have your own reasons, and I don't know what they are, for thinking this person isn't good for you. Trust your gut instinct and be glad you've had this relationship. Not all are meant to last. But all shape you into the person you are and will become, and all teach us important lessons.","It’s natural to feel torn between the love you experienced and the need to protect yourself, so give yourself permission to grieve that connection without judgment. Try safe‑space coping tools like the CBT‑based STOPP technique or mindfulness‑meditation to notice the feeling, label it, and then gently shift your attention to caring for yourself and your own goals. If possible, reach out to a trusted adult‑figure, counselor, or a young‑carer support group where you can share anonymously and find guidance without fear of judgment.",0.46053558588027954
